name,price,item_id,category,description
Electro-Harmonix Nano Metal Muff Distortion Pedal,$59.99,23122021261,Distortion & Overdrive,"['Brand:Electro-Harmonix', 'Type:Distortion', 'MPN:Metal Muff', 'Model:Metal Muff']"
Ibanez Gio GSA60 6-String Right-Handed 22-Fret Solidbody Electric Guitar,$149.99,25121042401,Electric Guitars,"['Brand:Ibanez Gio', 'Type:Electric Guitar', 'Model:GSA60', 'Body Color:Blue', 'Handedness:Right-Handed', 'Body Type:Solidbody', 'String Configuration:6-String', 'Number of Frets:22', 'MPN:Does Not Apply']"
Pignose 7-100 5-Watt Guitar Amplifier,$69.99,23122021267,Guitar Amplifiers,"['Brand:Pignose', 'Amplifier Type:Combo', 'Number of Speakers:1', 'Amplifier Technology:Solid State', 'MPN:7-100', 'Model:7-100', 'Custom Bundle:No']"
Peavey PVi 2G Cardioid Dynamic Microphone,$79.99,23421037710,Microphones & Wireless Systems,"['Brand:pea', 'Form Factor:Microphone', 'Connectivity:Wired', 'Transducer Type:Dynamic', 'Model:PVi2G', 'MPN:Does Not Apply', 'Color:Multicolor', 'Polar Pattern:Cardioid']"
Dunlop DB01B Dimebag Cry Baby From Hell Wah Pedal,$149.99,23421037116,Wah & Volume,"['Brand:Dunlop', 'Type:Wah Pedal', 'Model:DB01B', 'Analog/Digital:Analog', 'MPN:Does Not Apply']"
Selmer Prelude AS711 Eb Alto Saxophone Yellow Brass Body/Keys,$699.99,23823025856,Saxophones,"['Brand:Selmer/Prelude', 'Instrument:Saxophone', 'Experience Level:Student', 'Body Material:Yellow Brass', 'Set Includes:Soft Case', 'Key:Eb']"
Focusrite Scarlett 2i2 (Gen 3) MOSC0025 2-In 2-Out 24-Bit USB Audio Interface,$159.99,24223016566,Audio/MIDI Interfaces,"['Brand:Focusrite', 'Type:USB Interface', 'MPN:MOSC0025', 'Model:Scarlett 2i2 (Gen 3)']"
Orange Crush20 20 Watt RMS Guitar Amplifier Local Pickup Only,$119.99,23122021259,Guitar Amplifiers,"['Brand:Orange', 'Amplifier Type:Combo', 'Number of Speakers:1', 'Product Line:Crush', 'Amplifier Technology:Solid State', 'Number of Channels:2', 'Power:20 W', 'MPN:CRUSH20', 'Model:Crush20', 'Impedance:8 Ohms']"
Schecter Omen Extreme 6 Six-String Electric Guitar,$499.99,23122021258,Electric Guitars,"['Brand:Schecter', 'Type:Electric Guitar', 'Series:Omen', 'Model:Extreme-6', 'Body Color:Red', 'Handedness:Right-Handed', 'Body Type:Solid', 'String Configuration:6 String', 'MPN:OmenExtreme6']"
Kramer Nightswan 6 String Right Hand Electric Guitar,$629.99,25521049282,Electric Guitars,"['Brand:Kramer', 'Type:Electric Guitar', 'Model:Nightswan', 'Body Color:Black', 'Handedness:Right-Handed', 'Body Type:Solid', 'String Configuration:6 String']"
Opal SV200 4/4 Student Solid Violin,$179.99,24221015379,Violins,"['Brand:Opal', 'Instrument:Violin', 'Size:4/4', 'Number of Strings:4', 'Type:Violin', 'Color:Brown']"
Sawtooth ST-ADN Acoustic Guitar - Rosewood Fretboard - Spruce Top,$89.99,24121032461,Acoustic Guitars,"['Brand:Sawtooth', 'Type:Acoustic Guitar', 'Number of Frets:20', 'Model:ST-ADN', 'Body Type:Dreadnought', 'String Configuration:6 String', 'Body Material:Spruce top', 'Handedness:Right', 'Body Color:Brown', 'Fretboard Material:Rosewood', 'Neck Material:Mahogany', 'MPN:ST-ADN']"
Novation Launch Pad Pro (MK3) FFFA002179-02 64-Pad Grid Beat Controller,$199.99,24222024753,MIDI Keyboards & Controllers,"['Brand:Novation', 'Type:MIDI Grid Controller', 'Number of Keys:64', 'MPN:FFFA002179-02', 'Model:Launchpad Pro 3']"
Focusrite Scarlett Solo 3rd Gen High-Fidelity USB Audio Interface MOSC0024,$79.99,23422051492,Audio/MIDI Interfaces,"['Brand:Focusrite', 'Type:USB Audio Interface', 'Number of Mic Inputs:1', 'MPN:Does Not Apply', 'Model:MOSC0024', 'Suitable For:Home Recording', 'Form Factor:Desktop']"
M-Audio Bx5 Carbon Monitor Speaker - Black,$69.99,24222025050,Speakers,"['Brand:M-Audio', 'Type:Sudio Monitor Speaker', 'Model:BX5', 'Connectivity:Wired', 'Color:Black']"
Ibanez SA Series SA130FM 6-String Right-Handed Electric Guitar - Brown Burst,$399.99,24523035458,Electric Guitars,"['Brand:Ibanez', 'Type:Electric Guitar', 'Series:Ibanez SA Series', 'Model:Ibanez SA130FM', 'Body Color:Brown', 'Handedness:Right-Handed', 'Body Type:Solid', 'String Configuration:6 String', 'Number of Frets:22', 'Body Material:Mahogany', 'Fretboard Material:Rosewood', 'Neck Material:Maple', 'MPN:SA130FM', 'Country/Region of Manufacture:China']"
Alvarez AU70WTCE 4-String Right-Handed Tenor Ukulele,$149.99,24523036476,Ukuleles,"['Brand:Alvarez', 'Instrument:Ukulele', 'Number of Strings:4', 'Body Material:Spruce', 'MPN:AU70WTCE', 'Body Style:Standard', 'Handedness:Right Handed', 'Color:Brown', 'Number of Frets:18', 'Country/Region of Manufacture:China', 'Model:Alvarez AU70WTCE']"
Squier DISC by Fender Affinity Stratocaster Metallic Red - Right Handed,$169.99,24121032580,Electric Guitars,"['Brand:Squire', 'Type:Electric Guitar', 'Series:Affinity', 'Model:DISC', 'Body Color:Red', 'Handedness:Right-Handed', 'Body Type:Stratocaster', 'String Configuration:6', 'Number of Frets:21', 'Body Material:Polyurethane', 'Fretboard Material:Rosewood', 'Neck Material:Maple', 'MPN:DISC']"
Bose S1 Pro 426564 Wireless Bluetooth Rugged Portable Lithium-Ion PA Speaker,$499.99,24221015491,Speakers,"['Brand:Bose', 'Type:PA Speaker', 'Model:S1 Pro', 'Connectivity:Bluetooth', 'Features:Rechargable', 'Color:Black', 'MPN:426564']"
Focusrite Saffire Pro 40 Professional 20 In/20 Out Firewire Audio Interface 5300,$119.99,23221045300,Audio/MIDI Interfaces,"['Brand:Focusrite', 'Type:Audio Interface', 'Number of Channels:20', 'Model:Saffire Pro 40', 'Maximum Sampling Rate:24 Bit (96 kHz)']"
Roland VariOS Rackmount Open System Module,$249.99,24521051849,Other Pro Audio Equipment,"['Brand:Roland', 'MPN:VariOS', 'Model:Roland VariOS']"
Johnson By Axl P Bass Style 4-String - Trans Blue,$139.99,24123027058,Bass Guitars,"['Brand:Johnson', 'Type:Bass', 'String Configuration:4', 'Model:P Bass', 'Body Type:Popular', 'Handedness:Right-Handed', 'Body Color:Blue', 'MPN:P Bass']"
Focusrite Saffire Pro 40 Professional 20 In/20 Out Firewire Audio Interface 5299,$119.99,23221045299,Audio/MIDI Interfaces,"['Brand:Focusrite', 'Type:Recording Interface', 'Number of Channels:20', 'Number of Line Inputs:10', 'Model:Saffire Pro 40']"
Boss RC-505 MK2 Loop Station Tabletop Audio Looper,$479.99,24521051848,Loopers & Samplers,"['Brand:Boss', 'Type:Looper', 'Analog/Digital:Digital', 'MPN:RC-505MK2', 'Model:Boss RC-505 Loop Station', 'Country/Region of Manufacture:Malaysia']"
Squier Mini P Bass Electric 4-String Bass Guitar - White,$149.99- $134.98,24122030738,Bass Guitars,"['Brand:Squire', 'Type:Bass', 'String Configuration:4', 'Model:Mini P', 'Body Type:Poplar', 'Handedness:Right-Handed', 'Body Color:White', 'Body Material:Basswood', 'Number of Frets:20', 'Neck Material:poplar', 'MPN:Mini P']"
